,characters,digits,lowercase,uppercase,user,user_group
517,,126.0,23.0,19.0,f1820_17,hsf_3
518,,115.0,18.0,23.0,f1905_23,hsf_3
519,,125.0,26.0,26.0,f1534_32,hsf_3
520,,121.0,27.0,26.0,f1530_18,hsf_3
521,,88.0,24.0,17.0,f1966_31,hsf_3
522,,105.0,15.0,12.0,f1782_05,hsf_3
523,,118.0,19.0,16.0,f1834_16,hsf_3
524,,100.0,,23.0,f1911_44,hsf_3
525,,116.0,24.0,22.0,f1817_18,hsf_3
526,,120.0,26.0,,f1893_26,hsf_3
527,,108.0,25.0,24.0,f1904_33,hsf_3
528,,101.0,22.0,16.0,f1881_37,hsf_3
529,,116.0,24.0,24.0,f2014_07,hsf_3
530,,113.0,21.0,23.0,f2041_22,hsf_3
531,,126.0,23.0,26.0,f1704_29,hsf_3
532,,121.0,14.0,22.0,f1910_05,hsf_3
533,,127.0,,26.0,f2011_41,hsf_3
534,,124.0,23.0,25.0,f1921_33,hsf_3
535,,83.0,19.0,22.0,f2007_45,hsf_3
536,,112.0,23.0,24.0,f1991_47,hsf_3
537,,113.0,23.0,25.0,f1682_10,hsf_3
538,,85.0,22.0,18.0,f1786_08,hsf_3
539,,124.0,18.0,25.0,f1519_36,hsf_3
540,,126.0,23.0,21.0,f2092_41,hsf_3
541,,106.0,25.0,23.0,f2065_28,hsf_3
542,,115.0,19.0,21.0,f1516_46,hsf_3
543,,69.0,25.0,18.0,f1686_01,hsf_3
544,,110.0,21.0,13.0,f1518_07,hsf_3
545,,124.0,23.0,16.0,f1614_22,hsf_3
546,,103.0,25.0,26.0,f2037_06,hsf_3
547,,128.0,24.0,19.0,f1715_20,hsf_3
548,,121.0,25.0,21.0,f1605_44,hsf_3
549,,68.0,21.0,26.0,f1914_02,hsf_3
550,,102.0,22.0,24.0,f1537_32,hsf_3
551,,112.0,19.0,24.0,f2087_13,hsf_3
552,,119.0,23.0,25.0,f1543_08,hsf_3
553,,126.0,26.0,26.0,f1649_03,hsf_3
554,,97.0,26.0,26.0,f1691_07,hsf_3
555,,122.0,26.0,24.0,f1968_09,hsf_3
556,,94.0,24.0,26.0,f1937_04,hsf_3
557,,123.0,24.0,24.0,f2026_32,hsf_3
558,,,26.0,25.0,f1969_24,hsf_3
559,,117.0,20.0,20.0,f1773_18,hsf_3
560,,67.0,22.0,19.0,f1548_21,hsf_3
561,,116.0,22.0,20.0,f2050_45,hsf_3
562,,119.0,26.0,25.0,f1683_30,hsf_3
563,,127.0,26.0,25.0,f1748_30,hsf_3
564,,120.0,22.0,20.0,f1591_47,hsf_3
565,,122.0,24.0,26.0,f1678_19,hsf_3
566,,85.0,20.0,21.0,f1549_10,hsf_3
567,,123.0,22.0,15.0,f2016_39,hsf_3
568,,127.0,25.0,22.0,f1616_04,hsf_3
569,,103.0,23.0,18.0,f1764_25,hsf_3
570,,,23.0,23.0,f1992_08,hsf_3
571,,125.0,19.0,26.0,f1945_00,hsf_3
572,,116.0,24.0,19.0,f2084_07,hsf_3
573,,112.0,22.0,20.0,f1761_43,hsf_3
574,,102.0,22.0,18.0,f1545_40,hsf_3
575,,101.0,20.0,15.0,f1972_15,hsf_3
576,,101.0,24.0,21.0,f2039_13,hsf_3
577,,,24.0,,f1725_33,hsf_3
578,,124.0,24.0,26.0,f1885_29,hsf_3
579,,91.0,24.0,24.0,f1553_24,hsf_3
580,,107.0,22.0,25.0,f1587_05,hsf_3
581,,122.0,,20.0,f1603_40,hsf_3
582,,105.0,25.0,19.0,f1507_20,hsf_3
583,,128.0,,24.0,f2079_27,hsf_3
584,,129.0,24.0,19.0,f2010_38,hsf_3
585,,118.0,22.0,26.0,f1970_32,hsf_3
586,,114.0,26.0,24.0,f1822_45,hsf_3
587,,123.0,25.0,24.0,f2066_29,hsf_3
588,,109.0,25.0,26.0,f1730_21,hsf_3
589,,119.0,22.0,26.0,f1550_34,hsf_3
590,,96.0,18.0,,f1918_04,hsf_3
591,,119.0,24.0,,f1877_30,hsf_3
592,,111.0,39.0,18.0,f1768_48,hsf_3
593,,118.0,15.0,19.0,f1664_04,hsf_3
594,,123.0,25.0,24.0,f1617_41,hsf_3
595,,116.0,25.0,17.0,f1760_27,hsf_3
596,,129.0,23.0,24.0,f1806_29,hsf_3
597,,122.0,23.0,21.0,f1522_45,hsf_3
598,,125.0,23.0,23.0,f1762_28,hsf_3
599,,111.0,25.0,26.0,f1719_12,hsf_3
600,,125.0,25.0,21.0,f1643_46,hsf_3
601,,105.0,22.0,20.0,f1973_24,hsf_3
602,,120.0,21.0,21.0,f1890_28,hsf_3
603,,115.0,,22.0,f1777_29,hsf_3
604,,81.0,21.0,20.0,f2063_00,hsf_3
605,,127.0,22.0,24.0,f1510_28,hsf_3
606,,110.0,19.0,21.0,f1648_00,hsf_3
607,,115.0,22.0,23.0,f1741_16,hsf_3
608,,108.0,24.0,15.0,f1593_46,hsf_3
609,,85.0,25.0,19.0,f1898_09,hsf_3
610,,122.0,24.0,22.0,f1912_13,hsf_3
611,,115.0,23.0,22.0,f1987_47,hsf_3
612,,119.0,25.0,21.0,f1852_35,hsf_3
613,,81.0,,21.0,f1621_46,hsf_3
614,,95.0,25.0,11.0,f1958_33,hsf_3
615,,117.0,21.0,20.0,f2030_28,hsf_3
616,,93.0,20.0,20.0,f1508_14,hsf_3
617,,92.0,20.0,17.0,f1793_33,hsf_3
618,,91.0,24.0,26.0,f1713_02,hsf_3
619,,107.0,24.0,23.0,f1632_39,hsf_3
620,,121.0,23.0,23.0,f1619_37,hsf_3
621,,114.0,24.0,25.0,f2053_20,hsf_3
622,,96.0,20.0,23.0,f1887_23,hsf_3
623,,125.0,19.0,23.0,f1720_48,hsf_3
624,,127.0,23.0,,f1706_39,hsf_3
625,,118.0,22.0,21.0,f1864_10,hsf_3
626,,95.0,17.0,16.0,f1580_14,hsf_3
627,,64.0,14.0,13.0,f2097_31,hsf_3
628,,100.0,24.0,26.0,f2002_29,hsf_3
629,,,21.0,19.0,f2046_26,hsf_3
630,,115.0,21.0,,f1878_33,hsf_3
631,,126.0,23.0,21.0,f1560_15,hsf_3
632,,125.0,23.0,21.0,f1900_12,hsf_3
633,,122.0,24.0,24.0,f1670_20,hsf_3
634,,126.0,22.0,26.0,f1774_40,hsf_3
635,,130.0,24.0,26.0,f1575_36,hsf_3
636,,119.0,23.0,20.0,f2003_18,hsf_3
637,,103.0,26.0,20.0,f1599_48,hsf_3
638,,124.0,24.0,25.0,f1870_30,hsf_3
639,,125.0,25.0,25.0,f1953_17,hsf_3
640,,115.0,23.0,24.0,f1609_27,hsf_3
641,,115.0,24.0,25.0,f1700_36,hsf_3
642,,102.0,26.0,,f2031_31,hsf_3
643,,112.0,26.0,23.0,f1925_00,hsf_3
644,,114.0,24.0,22.0,f1985_18,hsf_3
645,,93.0,21.0,26.0,f1981_44,hsf_3
646,,113.0,25.0,26.0,f1618_39,hsf_3
647,,112.0,27.0,24.0,f1821_24,hsf_3
648,,111.0,21.0,25.0,f2006_31,hsf_3
649,,115.0,25.0,26.0,f1525_00,hsf_3
650,,126.0,21.0,23.0,f1740_04,hsf_3
651,,117.0,23.0,24.0,f1927_01,hsf_3
652,,123.0,21.0,25.0,f1690_24,hsf_3
653,,86.0,23.0,19.0,f1759_19,hsf_3
654,,87.0,,15.0,f1733_23,hsf_3
655,,121.0,22.0,22.0,f2042_30,hsf_3
656,,129.0,26.0,22.0,f1728_02,hsf_3
657,,95.0,26.0,24.0,f1797_27,hsf_3
658,,113.0,22.0,18.0,f1778_11,hsf_3
659,,120.0,26.0,8.0,f1832_47,hsf_3
660,,105.0,23.0,24.0,f2015_08,hsf_3
661,,,18.0,21.0,f1726_01,hsf_3
662,,116.0,20.0,25.0,f1612_47,hsf_3
663,,95.0,19.0,21.0,f1857_48,hsf_3
664,,113.0,23.0,21.0,f1826_01,hsf_3
665,,122.0,24.0,26.0,f1631_40,hsf_3
666,,115.0,22.0,23.0,f1524_26,hsf_3
667,,114.0,24.0,26.0,f1978_04,hsf_3
668,,121.0,24.0,25.0,f1753_34,hsf_3
669,,102.0,14.0,17.0,f1531_34,hsf_3
670,,112.0,15.0,20.0,f2049_38,hsf_3
671,,99.0,20.0,19.0,f1745_36,hsf_3
672,,102.0,19.0,20.0,f1707_05,hsf_3
673,,76.0,18.0,19.0,f1655_34,hsf_3
674,,116.0,24.0,23.0,f1779_01,hsf_3
675,,121.0,22.0,26.0,f1709_03,hsf_3
676,,57.0,20.0,22.0,f1854_17,hsf_3
677,,78.0,25.0,23.0,f1573_06,hsf_3
678,,75.0,13.0,15.0,f1783_34,hsf_3
679,,101.0,14.0,12.0,f1975_00,hsf_3
680,,112.0,23.0,26.0,f2075_09,hsf_3
681,,115.0,24.0,21.0,f1824_18,hsf_3
682,,123.0,,20.0,f1913_37,hsf_3
683,,98.0,22.0,24.0,f1949_20,hsf_3
684,,101.0,13.0,19.0,f1636_00,hsf_3
685,,123.0,25.0,26.0,f1897_40,hsf_3
686,,109.0,26.0,14.0,f1685_23,hsf_3
687,,116.0,22.0,21.0,f1595_34,hsf_3
688,,64.0,20.0,22.0,f2069_42,hsf_3
689,,31.0,20.0,16.0,f1756_07,hsf_3
690,,127.0,22.0,26.0,f1721_26,hsf_3
691,,123.0,17.0,26.0,f1604_07,hsf_3
692,,99.0,5.0,9.0,f1615_41,hsf_3
693,,94.0,21.0,23.0,f1717_16,hsf_3
694,,110.0,14.0,25.0,f1796_21,hsf_3
695,,121.0,21.0,23.0,f1652_11,hsf_3
696,,100.0,21.0,15.0,f2062_39,hsf_3
697,,125.0,26.0,21.0,f1654_46,hsf_3
698,,124.0,26.0,23.0,f1792_12,hsf_3
699,,96.0,22.0,17.0,f1979_36,hsf_3
700,,71.0,18.0,19.0,f1802_35,hsf_3
701,,112.0,22.0,19.0,f1770_47,hsf_3
702,,117.0,26.0,26.0,f1993_19,hsf_3
703,,124.0,26.0,26.0,f2000_40,hsf_3
704,,114.0,21.0,24.0,f1807_08,hsf_3
705,,104.0,25.0,24.0,f1663_13,hsf_3
706,,127.0,25.0,7.0,f1724_42,hsf_3
707,,107.0,22.0,18.0,f1558_21,hsf_3
708,,95.0,22.0,17.0,f2028_18,hsf_3
709,,127.0,25.0,22.0,f2045_15,hsf_3
710,,111.0,22.0,24.0,f1819_37,hsf_3
711,,118.0,24.0,26.0,f2086_25,hsf_3
712,,69.0,21.0,17.0,f1646_33,hsf_3
713,,107.0,24.0,21.0,f1506_35,hsf_3
714,,84.0,22.0,23.0,f1743_33,hsf_3
715,,122.0,25.0,22.0,f1815_44,hsf_3
716,,115.0,20.0,22.0,f1803_09,hsf_3
717,,127.0,26.0,25.0,f2036_29,hsf_3
718,,69.0,17.0,21.0,f1517_35,hsf_3
719,,82.0,17.0,19.0,f1513_07,hsf_3
720,,,,18.0,f1727_36,hsf_3
721,,126.0,22.0,23.0,f1565_04,hsf_3
722,,115.0,20.0,23.0,f1586_22,hsf_3
723,,126.0,23.0,26.0,f1742_04,hsf_3
724,,104.0,,,f2048_19,hsf_3
725,,95.0,19.0,25.0,f1934_10,hsf_3
726,,96.0,17.0,26.0,f1814_24,hsf_3
727,,94.0,20.0,21.0,f1804_32,hsf_3
728,,103.0,23.0,24.0,f1708_22,hsf_3
729,,97.0,24.0,25.0,f1932_09,hsf_3
730,,105.0,16.0,19.0,f1552_32,hsf_3
731,,126.0,25.0,24.0,f1960_26,hsf_3
732,,119.0,25.0,23.0,f1950_08,hsf_3
733,,71.0,23.0,24.0,f1716_48,hsf_3
734,,77.0,18.0,10.0,f1607_17,hsf_3
735,,96.0,22.0,21.0,f1711_35,hsf_3
736,,104.0,26.0,20.0,f1597_45,hsf_3
737,,94.0,24.0,19.0,f1594_09,hsf_3
738,,98.0,22.0,25.0,f1538_15,hsf_3
739,,114.0,24.0,21.0,f1871_04,hsf_3
740,,115.0,25.0,21.0,f1735_22,hsf_3
741,,112.0,24.0,21.0,f1847_26,hsf_3
742,,128.0,24.0,24.0,f1533_23,hsf_3
743,,97.0,19.0,18.0,f1882_40,hsf_3
744,,118.0,26.0,20.0,f1956_19,hsf_3
745,,108.0,22.0,22.0,f1642_04,hsf_3
746,,69.0,23.0,26.0,f1899_19,hsf_3
747,,57.0,18.0,20.0,f1931_49,hsf_3
748,,106.0,22.0,19.0,f1504_10,hsf_3
749,,121.0,22.0,23.0,f1608_37,hsf_3
750,,111.0,25.0,26.0,f1776_35,hsf_3
751,,122.0,24.0,22.0,f1684_08,hsf_3
752,,117.0,16.0,23.0,f1763_25,hsf_3
753,,113.0,20.0,23.0,f1577_15,hsf_3
754,,121.0,25.0,26.0,f1999_37,hsf_3
755,,86.0,19.0,24.0,f1672_35,hsf_3
756,,124.0,24.0,26.0,f1744_39,hsf_3
757,,126.0,25.0,25.0,f1647_28,hsf_3
758,,108.0,21.0,21.0,f1787_36,hsf_3
759,,107.0,,,f1859_39,hsf_3
760,,109.0,24.0,25.0,f1634_38,hsf_3
761,,109.0,24.0,25.0,f1624_03,hsf_3
762,,114.0,25.0,23.0,f1892_07,hsf_3
763,,88.0,25.0,20.0,f2043_25,hsf_3
764,,108.0,20.0,26.0,f1894_39,hsf_3
765,,127.0,25.0,26.0,f1739_23,hsf_3
766,,109.0,21.0,25.0,f1535_20,hsf_3
767,,99.0,24.0,21.0,f1620_12,hsf_3
768,,122.0,25.0,25.0,f1862_37,hsf_3
769,,108.0,22.0,19.0,f1838_49,hsf_3
770,,115.0,21.0,23.0,f1561_30,hsf_3
771,,127.0,22.0,25.0,f1917_19,hsf_3
772,,104.0,23.0,20.0,f1946_25,hsf_3
773,,116.0,25.0,21.0,f1526_31,hsf_3
774,,128.0,23.0,23.0,f1601_01,hsf_3
775,,113.0,21.0,21.0,f1955_30,hsf_3
776,,123.0,25.0,26.0,f1738_42,hsf_3
777,,99.0,23.0,25.0,f1952_17,hsf_3
778,,116.0,25.0,22.0,f1976_25,hsf_3
779,,,18.0,25.0,f1995_29,hsf_3
780,,36.0,,14.0,f1767_34,hsf_3
781,,74.0,22.0,13.0,f1944_40,hsf_3
782,,125.0,17.0,22.0,f1667_29,hsf_3
783,,99.0,24.0,24.0,f1637_03,hsf_3
784,,125.0,23.0,21.0,f1544_46,hsf_3
785,,107.0,21.0,26.0,f1781_48,hsf_3
786,,96.0,23.0,24.0,f1959_39,hsf_3
787,,120.0,24.0,26.0,f1861_26,hsf_3
788,,117.0,25.0,24.0,f1669_41,hsf_3
789,,105.0,22.0,25.0,f1922_38,hsf_3
790,,96.0,25.0,21.0,f1737_09,hsf_3
791,,121.0,26.0,26.0,f1689_07,hsf_3
792,,127.0,24.0,24.0,f1629_49,hsf_3
793,,122.0,24.0,26.0,f1613_27,hsf_3
794,,113.0,23.0,23.0,f1694_17,hsf_3
795,,113.0,24.0,26.0,f1920_09,hsf_3
796,,127.0,26.0,25.0,f1833_03,hsf_3
797,,122.0,23.0,20.0,f1588_11,hsf_3
798,,96.0,23.0,20.0,f1512_39,hsf_3
799,,52.0,21.0,24.0,f1831_15,hsf_3
800,,107.0,22.0,26.0,f1564_43,hsf_3
801,,112.0,25.0,22.0,f1554_25,hsf_3
802,,118.0,22.0,24.0,f1845_02,hsf_3
803,,117.0,16.0,24.0,f2064_33,hsf_3
804,,106.0,17.0,22.0,f1818_11,hsf_3
805,,109.0,23.0,24.0,f1710_15,hsf_3
806,,97.0,8.0,25.0,f1747_44,hsf_3
807,,128.0,23.0,18.0,f1640_48,hsf_3
808,,103.0,,,f1542_30,hsf_3
809,,126.0,26.0,24.0,f1750_06,hsf_3
810,,112.0,22.0,24.0,f2038_08,hsf_3
811,,107.0,22.0,25.0,f1856_37,hsf_3
812,,120.0,17.0,27.0,f2021_30,hsf_3
813,,105.0,,5.0,f1788_32,hsf_3
814,,120.0,21.0,5.0,f1653_02,hsf_3
815,,114.0,22.0,24.0,f1947_49,hsf_3
816,,129.0,25.0,21.0,f1712_10,hsf_3
817,,112.0,23.0,21.0,f1755_46,hsf_3
818,,118.0,25.0,26.0,f1541_40,hsf_3
819,,15.0,8.0,10.0,f2027_41,hsf_3
820,,129.0,23.0,26.0,f1536_05,hsf_3
821,,,23.0,26.0,f1974_21,hsf_3
822,,116.0,25.0,25.0,f2019_34,hsf_3
823,,121.0,17.0,18.0,f1699_42,hsf_3
824,,121.0,23.0,20.0,f1532_16,hsf_3
825,,58.0,22.0,20.0,f1923_42,hsf_3
826,,124.0,21.0,26.0,f1681_44,hsf_3
827,,114.0,23.0,26.0,f1638_14,hsf_3
828,,101.0,20.0,17.0,f2009_39,hsf_3
829,,81.0,20.0,22.0,f1850_16,hsf_3
830,,113.0,,,f1502_33,hsf_3
831,,118.0,19.0,24.0,f1766_41,hsf_3
832,,128.0,21.0,25.0,f2073_06,hsf_3
833,,129.0,23.0,26.0,f1705_41,hsf_3
834,,127.0,23.0,25.0,f1528_18,hsf_3
835,,86.0,16.0,13.0,f2056_40,hsf_3
836,,98.0,25.0,22.0,f1563_24,hsf_3
837,,97.0,24.0,24.0,f2061_12,hsf_3
838,,88.0,25.0,26.0,f1623_09,hsf_3
839,,108.0,19.0,26.0,f1924_29,hsf_3
840,,100.0,23.0,16.0,f1909_43,hsf_3
841,,109.0,21.0,25.0,f1784_17,hsf_3
842,,110.0,20.0,25.0,f1896_13,hsf_3
843,,94.0,18.0,17.0,f1794_07,hsf_3
844,,123.0,,5.0,f1789_37,hsf_3
845,,59.0,23.0,23.0,f2095_37,hsf_3
846,,118.0,20.0,21.0,f1658_04,hsf_3
847,,110.0,16.0,19.0,f1843_09,hsf_3
848,,124.0,26.0,19.0,f1585_06,hsf_3
849,,89.0,22.0,19.0,f1928_20,hsf_3
850,,125.0,23.0,26.0,f1895_37,hsf_3
851,,125.0,24.0,25.0,f1630_21,hsf_3
852,,117.0,25.0,23.0,f2025_00,hsf_3
853,,124.0,25.0,26.0,f1539_20,hsf_3
854,,,26.0,25.0,f1723_34,hsf_3
855,,98.0,24.0,26.0,f1596_10,hsf_3
856,,112.0,25.0,19.0,f1844_38,hsf_3
857,,127.0,22.0,24.0,f1627_25,hsf_3
858,,33.0,23.0,11.0,f1556_19,hsf_3
859,,113.0,9.0,21.0,f1668_08,hsf_3
860,,99.0,22.0,20.0,f2074_03,hsf_3
861,,122.0,22.0,24.0,f2082_26,hsf_3
862,,105.0,19.0,22.0,f1879_44,hsf_3
863,,106.0,24.0,26.0,f2013_19,hsf_3
864,,126.0,25.0,26.0,f1574_26,hsf_3
865,,114.0,24.0,25.0,f1714_49,hsf_3
866,,106.0,20.0,25.0,f1606_19,hsf_3
867,,121.0,25.0,23.0,f1849_46,hsf_3
868,,90.0,16.0,21.0,f1876_22,hsf_3
869,,110.0,26.0,22.0,f1703_29,hsf_3
870,,60.0,18.0,9.0,f1731_34,hsf_3
871,,,25.0,24.0,f1984_28,hsf_3
872,,105.0,24.0,25.0,f1660_07,hsf_3
873,,51.0,16.0,5.0,f2067_38,hsf_3
874,,86.0,22.0,22.0,f1868_06,hsf_3
875,,121.0,23.0,24.0,f2060_18,hsf_3
876,,52.0,16.0,18.0,f1749_23,hsf_3
877,,129.0,23.0,23.0,f1722_43,hsf_3
878,,118.0,20.0,26.0,f1986_20,hsf_3
879,,95.0,14.0,20.0,f1808_13,hsf_3
880,,120.0,25.0,23.0,f2035_49,hsf_3
881,,100.0,12.0,21.0,f1860_06,hsf_3
882,,120.0,26.0,24.0,f2088_14,hsf_3
883,,117.0,20.0,21.0,f2083_33,hsf_3
884,,,24.0,22.0,f1990_33,hsf_3
885,,109.0,23.0,21.0,f1989_45,hsf_3
886,,116.0,,,f1967_21,hsf_3
887,,123.0,24.0,19.0,f1568_21,hsf_3
888,,123.0,18.0,26.0,f1511_41,hsf_3
889,,117.0,25.0,22.0,f1997_00,hsf_3
890,,114.0,23.0,23.0,f1827_17,hsf_3
891,,117.0,19.0,20.0,f1680_37,hsf_3
892,,108.0,21.0,24.0,f2054_13,hsf_3
893,,116.0,25.0,23.0,f2001_42,hsf_3
894,,99.0,26.0,24.0,f1902_10,hsf_3
895,,111.0,26.0,23.0,f1971_12,hsf_3
896,,90.0,12.0,16.0,f1828_25,hsf_3
897,,69.0,24.0,14.0,f2077_16,hsf_3
898,,76.0,23.0,20.0,f1665_00,hsf_3
899,,106.0,,22.0,f1570_40,hsf_3
900,,86.0,19.0,20.0,f1982_16,hsf_3
901,,117.0,15.0,23.0,f2078_03,hsf_3
902,,93.0,,16.0,f1639_38,hsf_3
903,,107.0,16.0,10.0,f2005_01,hsf_3
904,,115.0,19.0,26.0,f1757_24,hsf_3
905,,120.0,25.0,22.0,f1622_16,hsf_3
906,,116.0,24.0,22.0,f1964_32,hsf_3
907,,110.0,23.0,9.0,f1790_11,hsf_3
908,,57.0,21.0,14.0,f1598_49,hsf_3
909,,103.0,23.0,22.0,f2089_25,hsf_3
910,,119.0,22.0,19.0,f1501_00,hsf_3
911,,128.0,26.0,26.0,f1942_21,hsf_3
912,,123.0,,26.0,f2024_20,hsf_3
913,,128.0,24.0,25.0,f1645_35,hsf_3
914,,122.0,25.0,21.0,f1566_38,hsf_3
915,,96.0,22.0,20.0,f2090_00,hsf_3
916,,107.0,22.0,20.0,f2058_01,hsf_3
917,,114.0,24.0,24.0,f1883_03,hsf_3
918,,122.0,25.0,25.0,f1936_06,hsf_3
919,,94.0,18.0,20.0,f1687_40,hsf_3
920,,103.0,24.0,23.0,f1813_25,hsf_3
921,,120.0,22.0,23.0,f1590_15,hsf_3
922,,116.0,26.0,24.0,f1810_02,hsf_3
923,,110.0,17.0,22.0,f1746_28,hsf_3
924,,118.0,20.0,25.0,f1656_24,hsf_3
925,,102.0,24.0,24.0,f1626_27,hsf_3
926,,118.0,24.0,21.0,f2098_02,hsf_3
927,,110.0,26.0,25.0,f1943_00,hsf_3
928,,103.0,21.0,15.0,f1811_11,hsf_3
929,,117.0,26.0,25.0,f1842_34,hsf_3
930,,123.0,24.0,8.0,f1769_04,hsf_3
931,,85.0,15.0,9.0,f2032_22,hsf_3
932,,115.0,16.0,13.0,f1891_18,hsf_3
933,,120.0,25.0,24.0,f1679_05,hsf_3
934,,84.0,15.0,21.0,f2070_11,hsf_3
935,,119.0,24.0,21.0,f1514_35,hsf_3
936,,112.0,21.0,21.0,f2008_26,hsf_3
937,,130.0,21.0,21.0,f1906_16,hsf_3
938,,121.0,26.0,22.0,f1729_47,hsf_3
939,,124.0,24.0,26.0,f1841_05,hsf_3
940,,121.0,20.0,24.0,f1758_36,hsf_3
941,,127.0,24.0,26.0,f2071_28,hsf_3
942,,127.0,24.0,26.0,f1930_02,hsf_3
943,,114.0,13.0,11.0,f1939_13,hsf_3
944,,123.0,24.0,23.0,f2059_42,hsf_3
945,,120.0,14.0,20.0,f1659_04,hsf_3
946,,91.0,18.0,19.0,f1503_02,hsf_3
947,,118.0,24.0,26.0,f1884_05,hsf_3
948,,99.0,13.0,20.0,f2034_14,hsf_3
949,,125.0,26.0,25.0,f1775_42,hsf_3
950,,87.0,24.0,24.0,f1869_07,hsf_3
951,,123.0,25.0,26.0,f1546_05,hsf_3
952,,123.0,26.0,22.0,f2033_24,hsf_3
953,,73.0,16.0,24.0,f2080_34,hsf_3
954,,118.0,25.0,20.0,f1600_43,hsf_3
955,,114.0,16.0,18.0,f2020_16,hsf_3
956,,124.0,25.0,26.0,f2085_02,hsf_3
957,,106.0,22.0,21.0,f2057_23,hsf_3
958,,125.0,26.0,24.0,f1551_34,hsf_3
959,,101.0,21.0,22.0,f2029_03,hsf_3
960,,,18.0,23.0,f2044_20,hsf_3
961,,119.0,23.0,22.0,f1557_00,hsf_3
962,,119.0,16.0,26.0,f1688_24,hsf_3
963,,79.0,19.0,19.0,f1816_24,hsf_3
964,,123.0,24.0,25.0,f1633_35,hsf_3
965,,126.0,23.0,19.0,f1584_28,hsf_3
966,,128.0,26.0,22.0,f1855_37,hsf_3
967,,97.0,24.0,23.0,f1666_45,hsf_3
968,,90.0,23.0,14.0,f1829_17,hsf_3
969,,98.0,25.0,20.0,f1983_00,hsf_3
970,,105.0,12.0,11.0,f1771_46,hsf_3
971,,118.0,25.0,18.0,f1830_16,hsf_3
972,,120.0,25.0,23.0,f1602_35,hsf_3
973,,117.0,24.0,26.0,f1853_42,hsf_3
974,,122.0,26.0,26.0,f1676_30,hsf_3
975,,111.0,,,f1671_40,hsf_3
976,,126.0,25.0,25.0,f1836_34,hsf_3
977,,124.0,24.0,19.0,f1555_23,hsf_3
978,,114.0,21.0,22.0,f1957_41,hsf_3
979,,125.0,25.0,26.0,f1662_01,hsf_3
980,,78.0,22.0,18.0,f1674_35,hsf_3
981,,125.0,25.0,23.0,f1812_15,hsf_3
982,,117.0,18.0,24.0,f1933_13,hsf_3
983,,105.0,24.0,26.0,f1650_05,hsf_3
984,,83.0,22.0,20.0,f1780_04,hsf_3
985,,102.0,23.0,25.0,f1505_21,hsf_3
986,,109.0,26.0,18.0,f1926_49,hsf_3
987,,118.0,25.0,22.0,f1693_00,hsf_3
988,,77.0,21.0,22.0,f1578_22,hsf_3
989,,113.0,20.0,24.0,f1581_39,hsf_3
990,,116.0,23.0,22.0,f1848_43,hsf_3
991,,116.0,19.0,21.0,f1863_44,hsf_3
992,,100.0,19.0,23.0,f1751_08,hsf_3
993,,69.0,8.0,23.0,f1675_40,hsf_3
994,,112.0,,,f2099_21,hsf_3
995,,109.0,24.0,26.0,f1929_04,hsf_3
996,,91.0,14.0,17.0,f1858_21,hsf_3
997,,117.0,22.0,19.0,f2081_42,hsf_3
998,,122.0,23.0,26.0,f1795_30,hsf_3
999,,117.0,24.0,19.0,f2072_32,hsf_3
1000,,129.0,24.0,25.0,f1644_01,hsf_3
1001,,98.0,25.0,23.0,f1798_42,hsf_3
1002,,120.0,25.0,25.0,f2093_26,hsf_3
1003,,120.0,26.0,23.0,f2017_03,hsf_3
1004,,115.0,,,f1754_35,hsf_3
1005,,111.0,22.0,22.0,f1846_45,hsf_3
1006,,118.0,24.0,23.0,f2012_46,hsf_3
1007,,116.0,24.0,26.0,f1800_08,hsf_3
1008,,122.0,25.0,23.0,f1610_32,hsf_3
1009,,113.0,21.0,22.0,f1940_28,hsf_3
1010,,127.0,20.0,17.0,f1962_12,hsf_3
1011,,106.0,23.0,25.0,f1988_11,hsf_3
1012,,121.0,21.0,26.0,f2076_31,hsf_3
1013,,83.0,19.0,20.0,f1509_45,hsf_3
1014,,127.0,22.0,,f1873_22,hsf_3
1015,,129.0,24.0,26.0,f1527_46,hsf_3
1016,,72.0,13.0,22.0,f1523_03,hsf_3
1017,,124.0,26.0,26.0,f1515_36,hsf_3
1018,,111.0,25.0,17.0,f1529_23,hsf_3
1019,,120.0,21.0,26.0,f1765_33,hsf_3
1020,,124.0,26.0,26.0,f1540_20,hsf_3
1021,,62.0,17.0,,f1977_23,hsf_3
1022,,130.0,25.0,20.0,f1520_07,hsf_3
1023,,96.0,22.0,16.0,f1980_17,hsf_3
1024,,112.0,21.0,19.0,f1901_07,hsf_3
1025,,124.0,26.0,23.0,f1874_36,hsf_3
1026,,122.0,26.0,26.0,f1801_01,hsf_3
1027,,105.0,20.0,19.0,f1903_48,hsf_3
1028,,93.0,26.0,16.0,f1961_34,hsf_3
1029,,128.0,21.0,24.0,f1567_20,hsf_3
1030,,108.0,24.0,25.0,f1701_10,hsf_3
1031,,122.0,21.0,20.0,f1996_12,hsf_3
1032,,117.0,24.0,25.0,f1695_12,hsf_3
1033,,105.0,26.0,23.0,f1628_45,hsf_3
1034,,107.0,26.0,25.0,f2055_31,hsf_3
1035,,123.0,26.0,23.0,f1579_11,hsf_3
1036,,120.0,26.0,24.0,f2051_15,hsf_3
1037,,126.0,24.0,26.0,f1889_05,hsf_3
1038,,122.0,20.0,23.0,f1589_38,hsf_3
